               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,             0.03494,            0.013063,           0.0062888,              0.9184,             0.97388,               0.995,             0.59025,            0.020682,           0.0053176,           0.0010789,            0.004852,            0.004852,            0.004852
                 158,            0.037982,            0.012607,            0.011329,              0.9438,             0.97035,               0.995,             0.63366,            0.020881,           0.0059685,           0.0012374,            0.004819,            0.004819,            0.004819
                 159,            0.036255,            0.012116,           0.0083154,             0.95752,             0.94297,               0.995,             0.61104,            0.021074,           0.0069049,           0.0017801,            0.004786,            0.004786,            0.004786
                 160,             0.03543,            0.012632,           0.0093717,             0.96544,              0.9653,               0.995,             0.61922,            0.023059,           0.0071605,           0.0013836,            0.004753,            0.004753,            0.004753
                 161,              0.0317,            0.012482,           0.0049296,             0.96183,             0.96247,               0.995,                0.58,            0.021365,           0.0076496,           0.0015143,             0.00472,             0.00472,             0.00472
                 162,            0.036058,            0.012741,           0.0061254,             0.96301,             0.95418,               0.995,             0.56476,            0.023451,           0.0072439,           0.0015215,            0.004687,            0.004687,            0.004687
                 163,            0.036721,            0.012382,           0.0087215,             0.93881,             0.95271,               0.995,             0.61678,            0.020595,           0.0058418,           0.0021206,            0.004654,            0.004654,            0.004654
                 164,            0.033547,            0.011457,           0.0058407,             0.94341,             0.96315,               0.995,             0.60866,             0.02201,           0.0060359,           0.0016208,            0.004621,            0.004621,            0.004621
                 165,            0.036195,            0.011885,           0.0068163,              0.9598,                   1,               0.995,             0.63495,            0.022251,           0.0051615,            0.001153,            0.004588,            0.004588,            0.004588
                 166,            0.034972,            0.011621,           0.0080278,             0.95666,                   1,               0.995,             0.66013,            0.021188,           0.0054842,           0.0010755,            0.004555,            0.004555,            0.004555
                 167,            0.033948,            0.011992,           0.0051498,             0.94319,                   1,               0.995,             0.59763,            0.021019,             0.00543,           0.0011035,            0.004522,            0.004522,            0.004522
                 168,            0.036286,            0.012786,           0.0068737,             0.93248,                   1,               0.995,             0.61701,            0.020566,           0.0065399,           0.0012222,            0.004489,            0.004489,            0.004489
                 169,            0.034682,            0.013435,           0.0064664,             0.94697,                   1,               0.995,             0.64222,            0.019296,           0.0059452,           0.0012531,            0.004456,            0.004456,            0.004456
                 170,            0.034001,            0.013271,           0.0074968,             0.91993,              0.9396,               0.995,             0.61169,            0.020412,           0.0049356,           0.0026854,            0.004423,            0.004423,            0.004423
                 171,            0.037642,            0.013004,             0.00745,             0.92042,             0.95919,               0.995,             0.60891,            0.020527,           0.0056575,           0.0020385,             0.00439,             0.00439,             0.00439
                 172,            0.035688,            0.012292,           0.0061431,             0.87223,             0.97215,              0.9675,             0.61081,            0.020361,           0.0049693,           0.0020041,            0.004357,            0.004357,            0.004357
                 173,            0.031741,              0.0112,           0.0054265,             0.88056,             0.93869,               0.995,             0.57246,            0.023271,            0.005332,           0.0024605,            0.004324,            0.004324,            0.004324
                 174,             0.03766,            0.011561,           0.0084975,             0.90485,             0.95034,               0.995,             0.58054,            0.020447,           0.0051856,           0.0024851,            0.004291,            0.004291,            0.004291
                 175,            0.036234,            0.012179,            0.009698,             0.87708,              0.9027,             0.96722,              0.5874,            0.018242,           0.0056318,           0.0028796,            0.004258,            0.004258,            0.004258
                 176,            0.033922,            0.012781,           0.0053746,             0.86431,             0.89584,             0.96722,             0.56222,            0.020599,           0.0066554,            0.003126,            0.004225,            0.004225,            0.004225
                 177,            0.035631,            0.013314,           0.0078455,             0.87556,             0.89945,               0.945,             0.57253,            0.019925,           0.0063178,           0.0028696,            0.004192,            0.004192,            0.004192
                 178,            0.035493,            0.012308,           0.0054983,             0.91726,             0.93489,               0.995,             0.59913,            0.020617,            0.005007,           0.0021835,            0.004159,            0.004159,            0.004159
                 179,            0.033719,            0.012145,           0.0052933,             0.93489,             0.98519,               0.995,             0.62502,            0.018332,           0.0048707,           0.0010517,            0.004126,            0.004126,            0.004126
                 180,            0.031009,            0.011532,           0.0060927,             0.93532,             0.98381,               0.995,             0.65989,             0.01833,           0.0050582,            0.001036,            0.004093,            0.004093,            0.004093
                 181,            0.032632,            0.011845,           0.0068379,             0.95941,             0.98164,               0.995,             0.62974,            0.018715,           0.0050654,          0.00096846,             0.00406,             0.00406,             0.00406
                 182,            0.033556,            0.010904,           0.0073781,             0.97796,             0.99704,               0.995,             0.63182,            0.018429,           0.0052449,          0.00091181,            0.004027,            0.004027,            0.004027
                 183,            0.033004,            0.011929,           0.0079487,              0.9529,                   1,               0.995,             0.68582,            0.018504,           0.0051562,           0.0011129,            0.003994,            0.003994,            0.003994
                 184,            0.033927,            0.012639,           0.0066846,             0.95292,             0.99658,               0.995,             0.62374,            0.018708,           0.0051115,           0.0011599,            0.003961,            0.003961,            0.003961
                 185,            0.035669,             0.01252,           0.0061221,             0.95031,             0.95194,               0.995,             0.61809,            0.019886,           0.0053815,           0.0014774,            0.003928,            0.003928,            0.003928
                 186,            0.030314,            0.012075,           0.0068422,              0.8327,             0.97629,             0.96722,              0.6148,            0.018129,           0.0047972,           0.0018105,            0.003895,            0.003895,            0.003895
                 187,            0.032006,            0.011086,           0.0054247,             0.91103,             0.93685,               0.995,             0.61471,            0.018767,           0.0053404,           0.0026178,            0.003862,            0.003862,            0.003862
                 188,            0.033897,            0.012747,           0.0092966,             0.90709,             0.97293,               0.995,             0.57591,            0.019147,            0.007432,           0.0013982,            0.003829,            0.003829,            0.003829
                 189,            0.036097,            0.012042,            0.009083,             0.94914,             0.90492,             0.96722,             0.59428,            0.018837,           0.0073925,          0.00065517,            0.003796,            0.003796,            0.003796
                 190,            0.036416,            0.011965,           0.0085908,             0.89387,               0.952,               0.995,             0.53355,            0.023329,           0.0081255,           0.0009922,            0.003763,            0.003763,            0.003763
                 191,            0.036271,            0.012133,           0.0058269,             0.93451,             0.84717,             0.96722,             0.62857,            0.020411,            0.005701,           0.0019446,             0.00373,             0.00373,             0.00373
                 192,            0.030272,            0.012851,           0.0050892,             0.94206,             0.84604,             0.96722,             0.62184,            0.019684,           0.0050298,           0.0029496,            0.003697,            0.003697,            0.003697
                 193,            0.032957,            0.011991,           0.0052517,             0.92231,             0.85142,             0.92278,             0.54774,            0.021976,           0.0050225,           0.0034847,            0.003664,            0.003664,            0.003664
                 194,            0.035041,            0.012786,           0.0067067,             0.91549,             0.83333,             0.87208,               0.552,             0.02022,           0.0049523,           0.0035817,            0.003631,            0.003631,            0.003631
                 195,            0.033324,            0.011282,           0.0063888,             0.94623,             0.83333,             0.87926,             0.57693,            0.020299,           0.0046876,           0.0034238,            0.003598,            0.003598,            0.003598
                 196,            0.034792,            0.010905,           0.0079168,             0.94641,             0.83333,             0.88111,             0.51861,            0.020793,           0.0045402,           0.0031686,            0.003565,            0.003565,            0.003565
                 197,            0.031874,            0.013035,           0.0056166,             0.93221,             0.87492,             0.95333,             0.58072,            0.020205,           0.0044721,           0.0028381,            0.003532,            0.003532,            0.003532
                 198,            0.031229,            0.012388,           0.0039906,              0.9414,             0.84344,             0.91235,             0.51127,            0.023509,           0.0045283,           0.0022347,            0.003499,            0.003499,            0.003499
                 199,             0.03397,            0.010705,           0.0060583,             0.93749,             0.85096,             0.95333,             0.54983,            0.021537,           0.0045784,           0.0021154,            0.003466,            0.003466,            0.003466
                 200,            0.034666,            0.011256,           0.0068697,             0.93747,             0.84739,             0.96722,             0.60126,            0.019013,           0.0046015,           0.0020104,            0.003433,            0.003433,            0.003433
                 201,            0.031409,            0.011617,           0.0081774,             0.94066,             0.84935,             0.91924,             0.56658,            0.018969,           0.0045473,           0.0021515,              0.0034,              0.0034,              0.0034
                 202,            0.032417,            0.012021,           0.0062548,             0.93659,             0.84842,             0.95333,             0.66803,            0.016499,           0.0045847,           0.0022264,            0.003367,            0.003367,            0.003367
                 203,            0.031822,            0.010828,           0.0048817,               0.933,             0.94337,               0.995,             0.65515,            0.017343,           0.0045286,           0.0019358,            0.003334,            0.003334,            0.003334
                 204,            0.032114,            0.011984,           0.0058494,             0.95688,             0.94374,               0.995,             0.64073,            0.017229,           0.0045177,           0.0016236,            0.003301,            0.003301,            0.003301
                 205,             0.03177,            0.011064,           0.0036357,             0.96003,             0.95777,               0.995,             0.61969,            0.019202,           0.0044667,           0.0012354,            0.003268,            0.003268,            0.003268
                 206,            0.033807,            0.011207,           0.0063308,             0.95562,             0.97344,               0.995,             0.59825,            0.018979,           0.0045014,           0.0012385,            0.003235,            0.003235,            0.003235
                 207,            0.032767,            0.012898,           0.0059466,             0.94994,             0.99669,               0.995,             0.64766,            0.017452,           0.0044917,            0.001242,            0.003202,            0.003202,            0.003202
                 208,            0.032413,            0.012029,             0.00511,             0.95202,             0.98133,               0.995,             0.63069,            0.017548,           0.0045062,           0.0012131,            0.003169,            0.003169,            0.003169
                 209,            0.032108,            0.012337,           0.0049653,             0.94406,             0.91029,             0.96722,             0.59141,            0.018986,           0.0045909,           0.0011081,            0.003136,            0.003136,            0.003136
                 210,            0.031671,            0.011338,            0.003215,              0.9482,             0.90309,             0.96722,              0.6629,            0.017187,           0.0044147,            0.000949,            0.003103,            0.003103,            0.003103
                 211,            0.032352,            0.011476,            0.006325,             0.93345,             0.98898,               0.995,             0.68036,            0.018094,           0.0043293,          0.00093012,             0.00307,             0.00307,             0.00307
                 212,            0.032329,            0.010623,            0.004738,             0.95096,              0.8563,             0.96722,             0.63384,            0.018528,           0.0053491,          0.00089808,            0.003037,            0.003037,            0.003037
                 213,             0.03203,            0.013333,           0.0057198,             0.88009,             0.90895,               0.995,              0.6019,            0.020117,           0.0073539,           0.0010391,            0.003004,            0.003004,            0.003004
                 214,            0.029261,            0.010296,           0.0035933,             0.92727,             0.94791,               0.995,              0.6288,             0.01715,           0.0047171,           0.0015367,            0.002971,            0.002971,            0.002971
                 215,            0.028902,            0.010392,           0.0048101,             0.94873,             0.94413,               0.995,              0.6264,             0.01851,           0.0046764,            0.001759,            0.002938,            0.002938,            0.002938
                 216,             0.02938,            0.010489,           0.0048816,             0.96016,             0.94303,               0.995,             0.59414,            0.018054,           0.0046275,           0.0016706,            0.002905,            0.002905,            0.002905
                 217,            0.030276,            0.012444,           0.0055136,             0.96311,             0.96342,               0.995,             0.62041,            0.018313,           0.0046508,           0.0013844,            0.002872,            0.002872,            0.002872
                 218,            0.028529,            0.011142,           0.0052979,              0.9746,             0.99836,               0.995,              0.5895,            0.018331,           0.0046673,           0.0010254,            0.002839,            0.002839,            0.002839
                 219,            0.033198,            0.012301,            0.007895,             0.86454,             0.96561,             0.96722,             0.58675,            0.018565,           0.0052669,           0.0012494,            0.002806,            0.002806,            0.002806
                 220,            0.031725,            0.011519,           0.0062384,              0.8482,             0.97372,             0.96722,             0.62674,            0.017877,            0.005279,           0.0013824,            0.002773,            0.002773,            0.002773
                 221,            0.032981,            0.010789,            0.004391,             0.83034,              0.9771,             0.96722,             0.60544,            0.017996,           0.0050355,            0.001676,             0.00274,             0.00274,             0.00274
                 222,            0.032968,            0.010807,           0.0064979,             0.82273,             0.98658,             0.96722,             0.64371,            0.017914,           0.0046845,           0.0018657,            0.002707,            0.002707,            0.002707
                 223,            0.030125,            0.011385,           0.0056884,             0.81638,             0.96985,             0.96722,              0.6246,            0.017147,           0.0047081,           0.0022742,            0.002674,            0.002674,            0.002674
                 224,            0.029837,            0.010709,           0.0060652,             0.82529,             0.96913,             0.96722,             0.60169,             0.01901,           0.0046752,           0.0021523,            0.002641,            0.002641,            0.002641
                 225,            0.031123,            0.014051,           0.0056257,             0.82449,             0.97261,             0.95889,             0.64965,            0.017313,           0.0046267,           0.0022885,            0.002608,            0.002608,            0.002608
                 226,            0.029175,            0.011123,           0.0044985,             0.82283,              0.9876,             0.96722,             0.62626,            0.017751,           0.0046878,           0.0020402,            0.002575,            0.002575,            0.002575
                 227,            0.029811,            0.012035,           0.0094698,             0.95713,             0.94955,               0.995,             0.62375,            0.017093,            0.004916,           0.0014176,            0.002542,            0.002542,            0.002542
                 228,            0.029217,            0.011378,           0.0047755,             0.96339,             0.95186,               0.995,             0.66609,            0.017221,           0.0047235,           0.0012895,            0.002509,            0.002509,            0.002509
                 229,            0.030789,            0.011844,           0.0054412,             0.96909,             0.94638,               0.995,             0.64729,            0.017084,           0.0046323,           0.0013124,            0.002476,            0.002476,            0.002476
                 230,            0.031567,            0.010285,           0.0059897,             0.96714,             0.94485,               0.995,             0.64213,            0.017872,            0.004705,           0.0015069,            0.002443,            0.002443,            0.002443
                 231,            0.028863,            0.010237,           0.0090718,             0.95991,             0.98622,               0.995,             0.64122,            0.017016,           0.0047261,          0.00098963,             0.00241,             0.00241,             0.00241
                 232,            0.027718,            0.010544,           0.0041476,             0.97111,             0.99363,               0.995,             0.65252,              0.0167,           0.0046589,          0.00084257,            0.002377,            0.002377,            0.002377
                 233,            0.030331,            0.011244,           0.0075909,             0.97148,                   1,               0.995,             0.66698,            0.017393,           0.0046222,          0.00062199,            0.002344,            0.002344,            0.002344
                 234,            0.029205,            0.012282,           0.0043813,             0.97057,             0.99935,               0.995,             0.65044,            0.016748,           0.0046049,          0.00067205,            0.002311,            0.002311,            0.002311
                 235,            0.030658,            0.010515,           0.0045776,             0.96624,                   1,               0.995,             0.63739,            0.017802,           0.0045371,           0.0006094,            0.002278,            0.002278,            0.002278
                 236,            0.031166,            0.011305,           0.0060617,             0.96642,                   1,               0.995,             0.62403,            0.017655,           0.0044969,          0.00060983,            0.002245,            0.002245,            0.002245
                 237,            0.029157,            0.010916,            0.005873,             0.94639,             0.96415,               0.995,              0.6033,            0.019712,           0.0052366,           0.0007699,            0.002212,            0.002212,            0.002212
                 238,            0.031595,             0.01213,           0.0049914,             0.82936,             0.94055,               0.995,             0.64869,            0.019238,           0.0088872,            0.002197,            0.002179,            0.002179,            0.002179
                 239,            0.029342,           0.0098812,            0.003647,             0.81205,             0.87478,               0.945,             0.61501,            0.018115,           0.0092712,           0.0031506,            0.002146,            0.002146,            0.002146
                 240,            0.029175,            0.011217,           0.0046387,              0.8639,             0.86122,              0.9325,             0.62226,            0.017436,           0.0075506,           0.0035266,            0.002113,            0.002113,            0.002113
                 241,            0.033227,            0.010507,           0.0089714,             0.88522,             0.91015,             0.93548,             0.60674,            0.017599,           0.0058658,           0.0038348,             0.00208,             0.00208,             0.00208
                 242,            0.029321,            0.011011,           0.0049466,               0.894,             0.91667,             0.96722,             0.64669,             0.01643,           0.0048211,           0.0033578,            0.002047,            0.002047,            0.002047
                 243,            0.032699,            0.011723,           0.0036593,             0.91932,             0.94521,               0.995,             0.66312,            0.016508,           0.0047046,           0.0028419,            0.002014,            0.002014,            0.002014
                 244,             0.02928,            0.010816,           0.0055683,             0.92028,             0.94563,               0.995,             0.63484,            0.017027,           0.0045936,            0.002813,            0.001981,            0.001981,            0.001981
                 245,             0.03156,            0.010521,           0.0079529,             0.91892,             0.94407,               0.995,             0.67939,            0.016373,           0.0048769,           0.0024179,            0.001948,            0.001948,            0.001948
                 246,            0.029059,            0.010926,           0.0043161,             0.92536,             0.94057,               0.995,             0.65017,            0.017114,           0.0062262,            0.002125,            0.001915,            0.001915,            0.001915
                 247,            0.030071,             0.01126,           0.0028084,             0.93212,             0.94067,               0.995,             0.66293,            0.016892,           0.0058722,           0.0019475,            0.001882,            0.001882,            0.001882
                 248,             0.02917,            0.011829,           0.0041804,              0.9414,              0.9407,               0.995,             0.66612,            0.017729,           0.0059014,           0.0019034,            0.001849,            0.001849,            0.001849
                 249,            0.028696,            0.011243,           0.0042343,             0.91095,              0.9064,             0.96722,             0.63636,            0.017051,           0.0047509,           0.0021329,            0.001816,            0.001816,            0.001816
                 250,             0.02738,             0.01123,           0.0035556,             0.89739,             0.90398,             0.96722,             0.64252,            0.017024,           0.0045498,           0.0022855,            0.001783,            0.001783,            0.001783
                 251,             0.02662,            0.010386,           0.0036781,              0.8927,             0.90479,             0.96722,             0.64431,            0.016859,           0.0044615,           0.0023041,             0.00175,             0.00175,             0.00175
                 252,            0.028281,            0.011198,           0.0046254,             0.88632,             0.90409,             0.96722,             0.64336,            0.016426,           0.0044391,           0.0022629,            0.001717,            0.001717,            0.001717
                 253,            0.030634,           0.0093366,           0.0069925,             0.90495,             0.95093,               0.995,             0.67834,            0.016171,           0.0043994,           0.0022243,            0.001684,            0.001684,            0.001684
                 254,            0.027272,            0.011593,           0.0067046,             0.91066,             0.95172,               0.995,             0.70622,            0.016266,           0.0043352,           0.0020993,            0.001651,            0.001651,            0.001651
                 255,            0.026601,             0.01146,           0.0053608,             0.91346,             0.95185,               0.995,             0.67952,            0.016153,           0.0042595,           0.0018602,            0.001618,            0.001618,            0.001618
                 256,            0.027842,            0.011326,           0.0054305,              0.9155,             0.95255,               0.995,             0.65735,            0.016676,           0.0042642,           0.0016761,            0.001585,            0.001585,            0.001585
                 257,            0.031391,             0.01071,            0.007964,             0.91955,              0.9544,               0.995,             0.67025,            0.016964,            0.004257,           0.0013124,            0.001552,            0.001552,            0.001552
                 258,            0.026709,            0.011575,           0.0051128,             0.94069,             0.96249,               0.995,             0.64178,             0.01667,           0.0042813,          0.00086031,            0.001519,            0.001519,            0.001519
                 259,            0.029626,             0.01157,           0.0066618,             0.95324,             0.98023,               0.995,             0.64579,            0.017047,            0.004372,          0.00060997,            0.001486,            0.001486,            0.001486
                 260,            0.027615,            0.011209,           0.0030908,             0.95175,             0.98196,               0.995,             0.64039,            0.016881,           0.0043642,          0.00059967,            0.001453,            0.001453,            0.001453
                 261,            0.026008,            0.010477,           0.0038014,             0.95253,             0.96316,               0.995,             0.65118,            0.017095,           0.0043767,          0.00067477,             0.00142,             0.00142,             0.00142
                 262,            0.026407,             0.01035,           0.0033458,             0.95036,             0.95722,               0.995,             0.66271,            0.016479,            0.004385,          0.00070353,            0.001387,            0.001387,            0.001387
                 263,            0.029089,            0.011235,           0.0051542,              0.9418,             0.94623,               0.995,             0.66801,            0.016521,           0.0044922,          0.00095072,            0.001354,            0.001354,            0.001354
                 264,            0.026912,            0.010302,           0.0044958,             0.93129,             0.94511,               0.995,             0.68904,            0.016368,           0.0045393,           0.0011257,            0.001321,            0.001321,            0.001321
                 265,            0.028051,            0.010292,           0.0036629,             0.92508,             0.94548,               0.995,             0.66971,            0.016355,           0.0045282,            0.001465,            0.001288,            0.001288,            0.001288
                 266,            0.029341,            0.010519,           0.0042147,             0.92048,             0.94988,               0.995,             0.65233,            0.016806,             0.00452,           0.0014298,            0.001255,            0.001255,            0.001255
                 267,            0.027363,            0.011111,           0.0059978,             0.91906,             0.95382,               0.995,             0.65459,            0.016595,           0.0045068,           0.0011736,            0.001222,            0.001222,            0.001222
                 268,            0.027769,            0.010743,           0.0033319,             0.92025,             0.95274,               0.995,             0.66795,            0.016152,           0.0044151,           0.0012101,            0.001189,            0.001189,            0.001189
                 269,            0.025627,            0.010681,           0.0035602,             0.93131,             0.94973,               0.995,             0.68691,             0.01602,           0.0043669,            0.001145,            0.001156,            0.001156,            0.001156
                 270,            0.027255,           0.0095823,            0.003386,               0.939,             0.94776,               0.995,             0.64858,            0.016066,           0.0043488,           0.0011753,            0.001123,            0.001123,            0.001123
                 271,            0.027537,           0.0099942,           0.0032093,             0.94683,             0.94714,               0.995,             0.68989,             0.01592,           0.0044008,           0.0010743,             0.00109,             0.00109,             0.00109
                 272,            0.025264,           0.0092288,           0.0033052,             0.94646,             0.95024,               0.995,             0.66292,            0.016032,           0.0046088,          0.00095987,            0.001057,            0.001057,            0.001057
                 273,            0.027957,            0.010845,           0.0038101,             0.94669,             0.95305,               0.995,             0.65409,            0.016608,            0.004899,          0.00086017,            0.001024,            0.001024,            0.001024
                 274,            0.030307,            0.011286,           0.0055294,             0.94592,             0.95281,               0.995,             0.64107,            0.016458,           0.0048924,          0.00086889,            0.000991,            0.000991,            0.000991
                 275,            0.025722,            0.010672,           0.0026763,             0.94523,             0.94955,               0.995,             0.66418,            0.016297,           0.0048251,          0.00095243,            0.000958,            0.000958,            0.000958
                 276,            0.030369,            0.011402,           0.0045028,             0.94652,              0.9496,               0.995,             0.66498,            0.016084,           0.0047479,          0.00093255,            0.000925,            0.000925,            0.000925
                 277,            0.026857,            0.012163,           0.0034629,             0.95549,             0.95677,               0.995,             0.70235,            0.015858,           0.0046986,          0.00076962,            0.000892,            0.000892,            0.000892
                 278,            0.025102,            0.010582,           0.0044461,             0.95471,             0.95449,               0.995,              0.6765,            0.015858,           0.0046191,          0.00079908,            0.000859,            0.000859,            0.000859
                 279,            0.027064,            0.011069,           0.0043925,             0.94934,             0.94952,               0.995,             0.66859,            0.016044,           0.0045653,          0.00089679,            0.000826,            0.000826,            0.000826
                 280,            0.027025,            0.012079,           0.0033198,             0.94588,             0.94665,               0.995,             0.65085,            0.015919,            0.004538,           0.0010016,            0.000793,            0.000793,            0.000793
                 281,            0.026975,            0.010545,           0.0063387,             0.94557,             0.94624,               0.995,              0.6727,            0.015818,           0.0045436,           0.0010244,             0.00076,             0.00076,             0.00076
                 282,            0.030279,            0.011179,           0.0037883,             0.93949,             0.94873,               0.995,             0.66774,            0.016054,           0.0045934,           0.0010187,            0.000727,            0.000727,            0.000727
                 283,            0.024751,           0.0098847,           0.0027253,             0.93459,             0.95006,               0.995,             0.65176,            0.016055,           0.0045785,           0.0010478,            0.000694,            0.000694,            0.000694
                 284,            0.024081,             0.01089,           0.0026609,             0.93315,             0.95042,               0.995,             0.65615,            0.015964,           0.0045563,           0.0010773,            0.000661,            0.000661,            0.000661
                 285,            0.028223,            0.011003,           0.0047318,             0.92786,             0.95299,               0.995,              0.6608,            0.015883,           0.0045265,           0.0011677,            0.000628,            0.000628,            0.000628
                 286,            0.027707,            0.010656,           0.0042804,             0.92592,             0.95454,               0.995,             0.66755,            0.015856,           0.0044803,           0.0011014,            0.000595,            0.000595,            0.000595
                 287,            0.026923,            0.011022,           0.0045688,             0.92616,             0.96008,               0.995,             0.68783,            0.015722,            0.004444,          0.00097189,            0.000562,            0.000562,            0.000562
                 288,            0.026684,            0.010473,           0.0028836,             0.93085,             0.96598,               0.995,             0.66878,            0.015683,           0.0044242,          0.00087132,            0.000529,            0.000529,            0.000529
                 289,            0.025114,           0.0096216,           0.0039842,             0.93499,             0.98049,               0.995,             0.63732,            0.015952,           0.0044121,          0.00074358,            0.000496,            0.000496,            0.000496
                 290,            0.026734,            0.011084,           0.0023425,             0.94798,              0.9976,               0.995,             0.65145,            0.016115,           0.0044417,          0.00061541,            0.000463,            0.000463,            0.000463
                 291,            0.025793,            0.010649,           0.0037177,             0.95296,             0.98925,               0.995,             0.66251,            0.016075,           0.0044851,          0.00054545,             0.00043,             0.00043,             0.00043
                 292,            0.024667,           0.0094522,            0.003136,             0.95204,             0.98868,               0.995,              0.6689,            0.016013,           0.0045092,          0.00054646,            0.000397,            0.000397,            0.000397
                 293,            0.025477,            0.010262,           0.0029345,             0.94905,             0.98842,               0.995,             0.65142,            0.016109,           0.0045659,          0.00052228,            0.000364,            0.000364,            0.000364
                 294,            0.025472,            0.010778,            0.003687,             0.94791,             0.99402,               0.995,             0.64726,            0.016123,           0.0045563,          0.00058336,            0.000331,            0.000331,            0.000331
                 295,            0.027842,            0.010749,           0.0033827,             0.94273,             0.99509,               0.995,             0.67048,            0.015914,           0.0045266,          0.00062971,            0.000298,            0.000298,            0.000298
                 296,            0.028348,           0.0099338,           0.0053744,             0.94848,                   1,               0.995,             0.67157,             0.01594,           0.0045545,           0.0005775,            0.000265,            0.000265,            0.000265
                 297,            0.025817,              0.0108,           0.0029466,             0.94842,                   1,               0.995,              0.6731,            0.016069,           0.0045398,          0.00056763,            0.000232,            0.000232,            0.000232
                 298,            0.025691,            0.011074,           0.0029029,             0.94775,              0.9988,               0.995,             0.67452,             0.01598,           0.0045022,          0.00054145,            0.000199,            0.000199,            0.000199
                 299,            0.024384,            0.010738,           0.0024904,             0.94677,             0.99657,               0.995,             0.67936,            0.015878,            0.004496,          0.00053287,            0.000166,            0.000166,            0.000166
